CODGEO;P21_LOG;P21_RP;P21_RSECOCC;P21_LOGVAC;P21_MAISON;P21_APPART;P21_RP_1P;P10_RP_HABFOR;P10_RP_CASE;P10_RP_MIBOIS;P10_RP_MIDUR
69056;852.787062069423;799.433882985261;14.5508670229533;38.8023120612089;682.887656906944;166.857456664318;0.95854611993351;;;;
69057;277.071299039327;238.941162053025;21.0719178082193;17.0582191780823;259.093873947438;15.9705757768201;2.00142867985779;;;;
69058;235.944982353557;180.131028865185;27.3804300131637;28.4335234752085;219.018623223546;16.9263591300106;1.93404147966791;;;;
69059;694.034012969474;632.648737413868;16.4424845238231;44.9427910317832;552.679501642436;137.515664900655;6.71798124617196;;;;
69060;383.658471212142;257.382142891259;73.7453757393958;52.5309525814874;326.236996669792;53.3279599583085;2.12576540868181;;;;
69061;583.40219144131;505.52719144131;37.4204545454547;40.4545454545456;508.152285566218;73.2125834763957;5.12979381166667;;;;
69062;338.914390118878;313.331049038651;12.2800037185089;13.3033373617179;312.012662071217;26.901728047661;0;;;;
69063;2052.28845300723;1860.64190544566;29.4060840173828;162.240463544181;1313.7196178558;736.538140877161;27.3062506365573;;;;
69064;2067.92149225989;1776.67445896575;40.3110080683941;250.936025225754;1056.61783681008;983.80062673909;42.1510518727884;;;;
69065;438.643232711039;394.918278533375;7.28749236294407;36.4374618147203;408.265620049259;29.3150473197371;0.903392820225056;;;;
69066;2772.8511936939;2035.59688358132;153.052794365299;584.201515747286;1801.42762300852;961.40668582368;54.526297876365;;;;
69067;589.032959447845;496.495709803156;29.8175582188441;62.7196914258446;485.117821293804;103.915138154041;4.1210960491943;;;;
69068;1141.69976206917;1008.37154585798;17.0419524480463;116.286263763139;671.961290791311;467.740404439252;29.5968508818742;;;;
69069;5707.31423795866;5323.90391840415;62.5732393306648;320.837080223852;2672.90681971459;3023.05807525723;152.138848224727;;;;
69070;692.252112490973;576.742062561892;63.5835137224301;51.9265362066513;602.417219527151;88.8769060097067;3.85950273314392;;;;
69071;495.839003512443;467.783776687986;7.01380670611439;21.0414201183432;385.220658811752;109.606973346389;4.039121785013;;;;
69072;3911.48389286285;3423.54682071961;201.211163770406;286.725908372829;2278.3221769784;1550.37115708819;238.665980334531;;;;
69074;706.983955525576;639.714156867858;28.1127516778522;39.1570469798656;611.156595920168;94.8178440772395;2.04241650512259;;;;
69075;88.1279918109064;70.1909547738694;11.2106481481481;6.72638888888888;83.7899229946026;2.24212962962963;0;;;;
69076;1082.63177292777;1052.64175838916;8.27310745892813;21.7169070796864;941.182751804885;136.7780100305;8.17426941167971;;;;
69077;434.676512388285;407.65342838748;8.22441686981017;18.7986671309947;424.745754589738;5.68359211767909;0.948666144746566;;;;
69078;371.908194553168;328.098670743644;14.6031746031746;29.2063492063492;324.589201519553;45.4131853234259;0;;;;
69080;765.312884799218;720.721176269653;9.38772811148752;35.2039804180782;673.362553594837;88.8461191355965;0.943698638399604;;;;
69081;9033.59814220965;8021.26443547947;263.590819216605;748.742887513572;1852.36263618336;7039.1575386841;576.568520450091;;;;
69082;154.137385036575;120.273385036575;18.4712727272728;15.3927272727273;140.883560571532;13.2538244650437;0;;;;
69083;471.255992946605;443.769018998709;16.2885771543086;11.1983967935872;413.747746938811;57.508246007794;3.11589752765217;;;;
69084;768.142455544509;599.653249534014;68.2226232925928;100.266582717902;619.479323490184;148.663132054325;25.777680434361;;;;
69085;645.331808781685;597.607486805147;17.6372494261119;30.0870725504261;504.993359456095;139.290869880873;13.812730530158;;;;
69086;1002.64930839864;926.232848124279;20.3777227398304;56.0387375345337;867.414745156585;135.234563242058;1.03610666262595;;;;
69087;1212.893423567;1122.2461301197;11.3309116809117;79.3163817663819;854.821180479799;355.501895258336;4.65541462201365;;;;
69088;3543.19040511768;3304.08735168257;29.1344056706652;209.968647764449;583.769163781253;2944.30268950015;43.6448395114416;;;;
69089;6564.81754694804;6161.24727922607;64.336561648646;339.233706073319;2676.63691936756;3871.17458208585;82.3248149408865;;;;
69090;364.125677427145;332.699590470623;16.2199158485274;15.2061711079944;337.647898676182;25.4640340104306;0.973971897857223;;;;
69091;9113.80199479629;8280.44178619164;76.2188406284642;757.141367976183;2723.31640776773;6356.42941679691;133.369675442054;;;;
69092;3532.51355817004;3223.02112991188;32.7938996829837;276.698528575175;1832.52054491079;1607.06740797634;117.851183031272;;;;
69093;670.608637677513;498.740940213883;60.2084290477684;111.659268415861;527.303883341774;141.11535691582;8.46826837560442;;;;
69094;2801.58362696122;2613.17507261243;31.9336532794555;156.474901069332;1778.77124491395;1016.32122535721;42.8759627306834;;;;
69095;385.745173212469;334.712899838003;20.4129093497863;30.6193640246795;339.350586480992;45.3665311004203;2.08744823060849;;;;
69096;4258.34942086494;3977.65037426962;37.8943712903684;242.804675304953;1807.78248716549;2445.24157531547;34.3091411696587;;;;
69097;320.57432806554;300.133691485828;17.5205456397538;2.92009093995897;302.510974793979;17.192077176443;0;;;;
69098;222.574248484552;200.243214001793;10.5087221095335;11.8223123732251;188.33959643405;26.0992693690912;5.50200927740647;;;;
69099;699.602743763043;582.97944572976;49.8390162535396;66.7842817797431;630.127786518844;68.4781769191284;3.8589672802001;;;;
69100;3820.89255382622;3564.61481875064;46.4125032026645;209.865231872918;2054.32159414376;1728.22415306905;71.8521594985913;;;;
69102;326.903242175392;301.903242175392;11;14;287.706467244021;38.1835034132187;4.03486738229359;;;;
69103;496.050117760223;401.779726698771;44.4871508379888;49.7832402234637;421.738670456017;60.5416149019719;1.88980720719975;;;;
69104;282.002749907441;213.036063369089;38.7181398110049;30.2485467273476;247.723670164516;33.0691378738312;2.85430360431721;;;;
69105;475.106553859931;432.402798810151;16.6648800194265;26.0388750303539;418.593580189271;52.0717566494738;2.26644134664813;;;;
69106;500.930849744846;470.164209470597;10.6091863014652;20.1574539727839;447.2867856381;52.5831454765996;2.07122098839609;;;;
69107;555.953560902934;452.632931269086;62.4729388483729;40.8476907854746;431.076719603563;122.707600964494;0;;;;
69108;497.83958168878;429.603895722983;26.4138139222437;41.8218720435525;438.267236824274;57.5741290306075;2.72486185054774;;;;
69109;430.546971238995;361.829671660936;27.2848101265822;41.4324894514767;391.986859646396;38.5601115925989;2.05084674479576;;;;
69110;916.954609157555;762.311881280376;55.7888322088556;98.8538956683232;814.48120669181;101.494651023485;8.52075513277516;;;;
69111;295.821305031366;256.173870820839;12.1992105263158;27.4482236842106;238.191120311913;57.6301847194527;1.98973079763328;;;;
69112;2866.86352963158;2731.75859421969;29.4589708792855;105.64596453261;1883.23295059473;953.529300967725;62.4340640243156;;;;
69113;394.723401502584;343.249990814563;21.1949338127146;30.2784768753066;360.259513718486;33.508196322836;0;;;;
69115;2101.77837594059;1960.52497907976;20.5799651055507;120.673431755275;1321.12514234234;775.811887824933;18.5832792536195;;;;
69116;1793.69505844257;1556.35736846637;40.4353101440936;196.902379832108;1019.2861237586;762.646168936203;69.210353188644;;;;
69117;1429.55722297461;1240.32878554907;116.210942549377;73.0174948761571;1097.43508702897;330.008455963346;9.51155992032682;;;;
69118;1197.1748986524;1118.00212378329;13.7691782381061;65.4035966310038;862.181270702126;327.988203183865;12.6393297258455;;;;
69119;432.560351099231;365.262438079682;19.6716976518683;47.6262153676811;404.007803132011;28.5525479672202;0;;;;
69120;305.973198620747;234.203230569629;32.8945686900958;38.8753993610224;292.100351486887;13.87284713386;0;;;;
69121;1416.45193736449;1346.42056802461;14.006273867976;56.025095471904;773.622931091494;637.01076165906;28.1250390526549;;;;
69122;887.54560646638;805.809625157969;22.0058411214953;59.7301401869158;798.126784236139;89.4188222302416;3.19352084914911;;;;
69123;315790.090420399;270975.480111385;17665.7353676509;27148.8749413639;7832.90848880324;302871.208245058;42819.4318397202;;;;
69124;282.09315315979;213.859743716858;41.5333796609147;26.7000297820166;252.321408042948;29.7717451168416;3.9003118245462;;;;
69125;440.702770763241;404.777241923403;7.98345085329713;27.94207798654;371.627816757612;69.0749540056287;0;;;;
69126;366.699774141769;332.839288048058;14.3650547064228;19.4954313872881;308.822897876596;56.8508009290002;0.915387946253222;;;;
69127;1597.38472936347;1379.29976954717;144.018369690012;74.0665901262917;955.924638913592;639.46655209318;40.8588691001662;;;;
69130;146.162807065994;97.2855959768624;27.9298349080752;20.9473761810564;138.10336663062;7.06194633151458;0;;;;
69131;1551.76493298084;1438.96071074847;31.6273520277676;81.1768702046035;1156.74963679526;395.015296185584;14.0419998462807;;;;
69132;382.914739606177;331.115366565425;24.3761755485893;27.4231974921629;357.043768584328;22.7815886099601;0;;;;
69133;1994.95656709942;1835.93516037159;13.2517838939858;145.769622833844;1463.09833064048;526.751954080456;30.1724620571081;;;;
